단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-03-13 12:39,20000,자양동,서울특별시 광진구 뚝섬로58길 101,주차구획선외 주차,미견인
2022-03-13 12:46,40000,자양동,서울 광진구 자양동 732-4,교통소통장애,미견인
2022-03-13 12:47,40000,자양동,서울 광진구 자양동 732-4,교통소통장애,미견인
2022-03-13 12:48,40000,자양동,서울 광진구 자양동 732-4,소방차(긴급차량)통행장애,미견인
2022-03-13 12:51,10000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-03-13 13:10,40000,중곡동,서울특별시 광진구 능동로 393,버스정류소,미견인
2022-03-13 13:12,40000,중곡동,서울특별시 광진구 능동로 393,버스정류소,미견인
2022-03-13 13:17,10000,중곡동,서울특별시 광진구 능동로 415,버스정류소,미견인
2022-03-13 13:20,40000,화양동,서울 광진구 화양동 110-64,교통소통장애,미견인
2022-03-13 13:20,40000,화양동,서울 광진구 화양동 110-64,도로 모퉁이,미견인
2022-03-13 13:28,10000,중곡동,서울특별시 광진구 용마산로 89,버스정류소,미견인
2022-03-13 13:32,40000,중곡동,서울특별시 광진구 용마산로 84,버스정류소,미견인
2022-03-13 13:41,40000,구의동,동서울터미널 ,주차금지(황색점선)구역,미견인
2022-03-13 13:48,40000,구의동,동서울터미널 ,주차금지(황색점선)구역,미견인
2022-03-13 14:03,40000,구의동,동서울터미널 ,주정차금지(황색실선)구역,미견인
2022-03-13 14:24,40000,구의동,서울 광진구 구의동 208-61 광나루로46길52,교통소통장애,미견인
2022-03-13 15:11,40000,능동,서울 광진구 능동 257-26,교통소통장애,미견인
2022-03-13 15:11,40000,능동,서울 광진구 능동 257-26,교통소통장애,미견인
2022-03-13 15:28,40000,화양동,서울 광진구 화양동 6-7,교통소통장애,미견인
2022-03-13 15:29,40000,화양동,서울 광진구 화양동 6-7,교통소통장애,미견인
2022-03-13 15:30,40000,화양동,서울 광진구 화양동 6-7,교통소통장애,미견인
2022-03-13 15:51,40000,자양동,서울특별시 광진구 아차산로 272,교통소통장애,미견인
2022-03-13 16:11,40000,자양동,서울특별시 광진구 능동로 42,안전지대,견인처리
2022-03-13 16:12,40000,자양동,서울특별시 광진구 능동로 42,안전지대,견인처리
2022-03-13 16:30,40000,자양동,서울 광진구 자양동 727,교차로,미견인
2022-03-13 16:32,40000,자양동,서울 광진구 자양동 727,교차로,미견인
2022-03-13 17:03,40000,자양동,서울특별시 광진구 동일로20길 55,교통소통장애,미견인
2022-03-13 17:03,40000,자양동,서울특별시 광진구 동일로20길 55,교통소통장애,미견인
2022-03-13 17:06,40000,구의동,서울 광진구 구의동 631-3,교통소통장애,미견인
2022-03-13 17:19,40000,자양동,서울 광진구 자양동 57-153,교통소통장애,미견인
2022-03-13 17:20,50000,자양동,서울 광진구 자양동 57-153,교통소통장애,미견인
2022-03-13 17:21,40000,자양동,서울 광진구 자양동 57-153,교통소통장애,미견인
2022-03-13 17:27,40000,광장동,서울특별시 광진구 아차산로70길 62,버스정류소,미견인
2022-03-13 17:43,40000,중곡동,서울특별시 광진구 긴고랑로31길 5,도로 모퉁이,미견인
2022-03-13 18:55,40000,중곡동,서울특별시 광진구 면목로 105,보도,미견인
2022-03-13 19:56,40000,중곡동,서울 광진구 중곡동 264-3,보도,미견인
2022-03-13 20:48,40000,중곡동,서울특별시 광진구 용마산로16길 8,교통소통장애,미견인
2022-03-13 21:00,80000,자양동,서울특별시 광진구 동일로18길 13,소화전,미견인
2022-03-13 21:01,40000,자양동,서울특별시 광진구 자양번영로11길 16-1,교통소통장애,미견인
2022-03-13 21:25,40000,능동,서울특별시 광진구 천호대로 596,보도,미견인
2022-03-13 21:27,40000,능동,서울특별시 광진구 천호대로 596,보도,미견인
2022-03-13 21:28,40000,중곡동,서울특별시 광진구 천호대로 593,보도,미견인
2022-03-13 21:32,40000,자양동,서울특별시 광진구 아차산로 345,주정차금지(황색실선)구역,미견인
2022-03-13 23:26,40000,중곡동,서울특별시 광진구 동일로72길 51,보도,미견인
2022-03-13 23:43,40000,능동,서울 광진구 능동 385-3,소방기계 비치장소,미견인
2022-03-14 2:14,40000,자양동,서울 광진구 자양동 743,도로 모퉁이,미견인
2022-03-14 6:44,40000,화양동,서울 광진구 화양동 36-36,도로 모퉁이,미견인
2022-03-14 8:29,40000,중곡동,서울 광진구 중곡동 266-5,교통소통장애,견인처리
2022-03-14 8:42,40000,자양동,서울특별시 광진구 동일로 28,교통소통장애,견인처리
2022-03-14 8:58,40000,중곡동,서울 광진구 중곡동 669,보도,미견인
2022-03-14 9:07,40000,자양동,서울 광진구 자양동 710,횡단보도,미견인
2022-03-14 10:13,40000,자양동,서울특별시 광진구 능동로3가길 31,교통소통장애,미견인
2022-03-14 10:54,40000,자양동,서울 광진구 자양동 731,주차구획선외 주차,미견인
2022-03-14 10:55,40000,자양동,서울 광진구 자양동 731,보도,견인처리
2022-03-14 11:47,40000,구의동,서울특별시 광진구 아차산로 457,보도,미견인
2022-03-14 13:22,40000,능동,서울특별시 광진구 천호대로110길 36,교통소통장애,미견인
2022-03-14 13:25,40000,자양동,서울 광진구 자양동 732-5,교통소통장애,미견인
2022-03-14 13:35,40000,중곡동,서울특별시 광진구 용마산로16길 8,교통소통장애,미견인
2022-03-14 13:51,40000,광장동,서울 광진구 광장동 320-4,교통소통장애,미견인
2022-03-14 14:14,40000,자양동,서울특별시 광진구 아차산로 200 주차장막음,교통소통장애,미견인
2022-03-14 14:26,40000,자양동,서울 광진구 자양동 594,도로 모퉁이,미견인
2022-03-14 15:49,40000,광장동,서울 광진구 광장동 413-24,보도,미견인
2022-03-14 16:23,40000,구의동,서울 광진구 구의동 88-1 자양로313,보도,견인처리
2022-03-14 16:37,40000,구의동,서울특별시 광진구 뚝섬로 741,교통소통장애,견인처리
2022-03-14 16:42,120000,자양동,서울 광진구 자양동 724-4 성동초교,주차방법위반,미견인
2022-03-14 16:45,40000,중곡동,서울 광진구 중곡동 265-17,교통소통장애,미견인
2022-03-14 17:00,40000,중곡동,서울 광진구 중곡동 241-15,버스정류소,미견인
2022-03-14 17:08,40000,구의동,동서울터미널 ,주차금지(황색점선)구역,미견인
2022-03-14 17:14,40000,중곡동,서울 광진구 중곡동 277-5,버스정류소,미견인
2022-03-14 19:29,40000,중곡동,서울 광진구 중곡동 150-405,교통소통장애,미견인
2022-03-14 19:42,40000,구의동,서울 광진구 구의동 257-139,교통소통장애,미견인
2022-03-14 19:43,40000,구의동,서울 광진구 구의동 257-139,교통소통장애,미견인
2022-03-14 20:03,40000,자양동,서울특별시 광진구 능동로 21,교통소통장애,견인처리
2022-03-14 20:04,40000,중곡동,서울 광진구 중곡동 438-3,버스정류소,미견인
2022-03-14 20:05,40000,자양동,서울특별시 광진구 능동로 19,교통소통장애,견인처리
2022-03-14 20:13,40000,구의동,서울특별시 광진구 광나루로36길 47,주차구획선외 주차,미견인
2022-03-14 20:17,40000,중곡동,서울 광진구 중곡동 437-8,도로 모퉁이,미견인
2022-03-14 20:25,40000,능동,서울특별시 광진구 능동로 216,교통소통장애,미견인
2022-03-14 20:51,40000,중곡동,서울특별시 광진구 동일로72길 51,보도,미견인
2022-03-14 20:53,40000,화양동,서울특별시 광진구 능동로 지하 210,보도,미견인
